id,city,country,latitude,longitude
0,UCCA-C,United Kingdom,51.27537,1.09078
1,Canterbury College,United Kingdom,51.27402,1.08782
2,Medway ACL,United Kingdom,51.38633,0.54627
3,Mid Kent College,United Kingdom,51.39485,0.54608
4,South Kent College - Ashford,United Kingdom,51.13959,0.86101
5,KIAD-O,United Kingdom,51.27115,0.49799
6,Thanet College,United Kingdom,51.35426,1.43483
7,Hilderstone College,United Kingdom,51.36106,1.43006
8,Kent ACL,United Kingdom,51.27631,0.52191
9,Hadlow College,United Kingdom,51.21667,0.33333
10,"Kent Community Network (Schools, etc)",,0.0,0.0
11,UoK-C,United Kingdom,51.29762,1.06121
12,West Kent College,United Kingdom,51.18787,0.2647
13,NW Kent College - Dartford,United Kingdom,51.45,0.21667
14,KIAD-R,United Kingdom,51.37992,0.51438
15,UoG-AH,United Kingdom,51.44628,0.07703
16,University of Greenwich,United Kingdom,51.44628,0.07703
17,CCCU-C,United Kingdom,51.27934,1.08936
18,IC-Wye,United Kingdom,51.18249,0.93678
19,EIS-Maidstone,United Kingdom,51.25665,0.54953
20,CCCU-S,United Kingdom,51.15222,0.24307
21,CCCU-T,United Kingdom,51.35895,1.40616
22,Dorton College,United Kingdom,51.28554,0.21928
